id,opinion,thres,topic,type
100,0.3745401188473625,-1.0,100000,commenter
101,0.9507143064099162,-1.0,100000,commenter
102,0.7319939418114051,-1.0,100000,commenter
103,0.5986584841970366,-1.0,100000,commenter
104,0.15601864044243652,-1.0,100000,commenter
105,0.15599452033620265,-1.0,100000,commenter
106,0.05808361216819946,-1.0,100000,commenter
107,0.8661761457749352,-1.0,100000,commenter
108,0.6011150117432088,-1.0,100000,commenter
109,0.7080725777960455,-1.0,100000,commenter
10000,0.020584494295802447,0.144875726456884,100000,voter
10001,0.9699098521619943,0.08061064362700221,100000,voter
10002,0.8324426408004217,0.46484882617128653,100000,voter
10003,0.21233911067827616,0.4040601897822085,100000,voter
10004,0.18182496720710062,0.31670187825521173,100000,voter
10005,0.18340450985343382,0.43573029509385885,100000,voter
10006,0.3042422429595377,0.40183603844955723,100000,voter
10007,0.5247564316322378,0.09328502944301792,100000,voter
10008,0.43194501864211576,0.4462794992449889,100000,voter
10009,0.2912291401980419,0.26967112095782536,100000,voter
10010,0.6118528947223795,0.40372007758203127,100000,voter
10011,0.13949386065204183,0.4480456499617466,100000,voter
10012,0.29214464853521815,0.15900173748593194,100000,voter
10013,0.3663618432936917,0.05502596226383838,100000,voter
10014,0.45606998421703593,0.11396758127097084,100000,voter
10015,0.7851759613930136,0.21355389431312816,100000,voter
10016,0.19967378215835974,0.40900738296124656,100000,voter
10017,0.5142344384136116,0.4303652916281717,100000,voter
10018,0.5924145688620425,0.0034760652655953517,100000,voter
10019,0.046450412719997725,0.25537365128878287,100000,voter
10020,0.6075448519014384,0.2087055015743895,100000,voter
10021,0.17052412368729153,0.11105390523536512,100000,voter
10022,0.06505159298527952,0.0599326836668414,100000,voter
10023,0.9488855372533332,0.16880758570181398,100000,voter
10024,0.9656320330745594,0.4714548519562596,100000,voter
10025,0.8083973481164611,0.16160146601037761,100000,voter
10026,0.3046137691733707,0.25939531087168305,100000,voter
10027,0.09767211400638387,0.3515094794475889,100000,voter
10028,0.6842330265121569,0.181814801189647,100000,voter
10029,0.4401524937396013,0.48589104136048034,100000,voter
10030,0.12203823484477883,0.4812236474710556,100000,voter
10031,0.4951769101112702,0.12589114791268208,100000,voter
10032,0.034388521115218396,0.24862425294619273,100000,voter
10033,0.9093204020787821,0.15043915490838483,100000,voter
10034,0.2587799816000169,0.1424202471887338,100000,voter
10035,0.662522284353982,0.018443473677266398,100000,voter
10036,0.31171107608941095,0.3047821669899484,100000,voter
10037,0.5200680211778108,0.25133951161443074,100000,voter
10038,0.5467102793432796,0.025739375624994676,100000,voter
10039,0.18485445552552704,0.13932323211830572,100000,voter
10040,0.9695846277645586,0.45413294298332685,100000,voter
10041,0.7751328233611146,0.11978094533348621,100000,voter
10042,0.9394989415641891,0.07244743604561155,100000,voter
10043,0.8948273504276488,0.2447263801387815,100000,voter
10044,0.5978999788110851,0.49282522705530035,100000,voter
10045,0.9218742350231168,0.1210276357557502,100000,voter
10046,0.0884925020519195,0.3360677737029393,100000,voter
10047,0.1959828624191452,0.3808098076643588,100000,voter
10048,0.045227288910538066,0.11881877199619983,100000,voter
10049,0.32533033076326434,0.3641081743059298,100000,voter
10050,0.388677289689482,0.1838915663596266,100000,voter
10051,0.2713490317738959,0.31615291529678974,100000,voter
10052,0.8287375091519293,0.31676485538044735,100000,voter
10053,0.3567533266935893,0.26788734203737924,100000,voter
10054,0.28093450968738076,0.04514488502720415,100000,voter
10055,0.5426960831582485,0.417651247794619,100000,voter
10056,0.14092422497476265,0.16039003248586792,100000,voter
10057,0.8021969807540397,0.09325925519992712,100000,voter
10058,0.07455064367977082,0.020387570777381958,100000,voter
10059,0.9868869366005173,0.2954464715941209,100000,voter
10060,0.7722447692966574,0.3387821809211412,100000,voter
10061,0.1987156815341724,0.008293914463928076,100000,voter
10062,0.005522117123602399,0.2560465291496405,100000,voter
10063,0.8154614284548342,0.11324788759896898,100000,voter
10064,0.7068573438476171,0.32258639520472493,100000,voter
10065,0.7290071680409873,0.08718321450249572,100000,voter
10066,0.7712703466859457,0.345468869051233,100000,voter
10067,0.07404465173409036,0.1933676731502687,100000,voter
10068,0.3584657285442726,0.46836499436836726,100000,voter
10069,0.11586905952512971,0.06876047207299663,100000,voter
10070,0.8631034258755935,0.17053317552512925,100000,voter
10071,0.6232981268275579,0.056736760620294535,100000,voter
10072,0.3308980248526492,0.4623468091392814,100000,voter
10073,0.06355835028602363,0.4386696766904905,100000,voter
10074,0.3109823217156622,0.1289708138575778,100000,voter
10075,0.32518332202674705,0.3299920230170895,100000,voter
10076,0.7296061783380641,0.4086111001006079,100000,voter
10077,0.6375574713552131,0.27760040579973116,100000,voter
10078,0.8872127425763265,0.26482528917800324,100000,voter
10079,0.4722149251619493,0.12092614545022584,100000,voter
10080,0.1195942459383017,0.046551383902949606,100000,voter
10081,0.713244787222995,0.4486078789766634,100000,voter
10082,0.7607850486168974,0.4502090285816652,100000,voter
10083,0.5612771975694962,0.31655072863663397,100000,voter
10084,0.770967179954561,0.16951489552435034,100000,voter
10085,0.49379559636439074,0.17460478730633044,100000,voter
10086,0.5227328293819941,0.3629778394351197,100000,voter
10087,0.42754101835854963,0.44855512997628855,100000,voter
10088,0.02541912674409519,0.44354321213255865,100000,voter
10089,0.10789142699330445,0.38993777292881193,100000,voter
10090,0.03142918568673425,0.3210158230771439,100000,voter
10091,0.6364104112637804,0.042069982497524416,100000,voter
10092,0.3143559810763267,0.08081435704730688,100000,voter
10093,0.5085706911647028,0.4492770942635396,100000,voter
10094,0.907566473926093,0.30321452982979497,100000,voter
10095,0.24929222914887494,0.004598525808314824,100000,voter
10096,0.41038292303562973,0.05073577143301605,100000,voter
10097,0.7555511385430487,0.3317508845540279,100000,voter
10098,0.22879816549162246,0.0025307919231093434,100000,voter
10099,0.07697990982879299,0.08040402570874933,100000,voter
