id,opinion,thres,topic,type
100,0.9695846277645586,-1.0,100000,commenter
100,0.7751328233611146,-1.0,100001,commenter
101,0.9394989415641891,-1.0,100000,commenter
101,0.8948273504276488,-1.0,100001,commenter
102,0.5978999788110851,-1.0,100000,commenter
102,0.9218742350231168,-1.0,100001,commenter
103,0.0884925020519195,-1.0,100000,commenter
103,0.1959828624191452,-1.0,100001,commenter
104,0.045227288910538066,-1.0,100000,commenter
104,0.32533033076326434,-1.0,100001,commenter
105,0.388677289689482,-1.0,100000,commenter
105,0.2713490317738959,-1.0,100001,commenter
106,0.8287375091519293,-1.0,100000,commenter
106,0.3567533266935893,-1.0,100001,commenter
107,0.28093450968738076,-1.0,100000,commenter
107,0.5426960831582485,-1.0,100001,commenter
108,0.14092422497476265,-1.0,100000,commenter
108,0.8021969807540397,-1.0,100001,commenter
109,0.07455064367977082,-1.0,100000,commenter
109,0.9868869366005173,-1.0,100001,commenter
10000,0.7722447692966574,0.4046805777392568,100000,voter
10000,0.1987156815341724,0.4046805777392568,100001,voter
10001,0.005522117123602399,0.4050566973395904,100000,voter
10001,0.8154614284548342,0.4050566973395904,100001,voter
10002,0.7068573438476171,0.43353615929005185,100000,voter
10002,0.7290071680409873,0.43353615929005185,100001,voter
10003,0.7712703466859457,0.45662027627823565,100000,voter
10003,0.07404465173409036,0.45662027627823565,100001,voter
10004,0.3584657285442726,0.2556711994304689,100000,voter
10004,0.11586905952512971,0.2556711994304689,100001,voter
10005,0.8631034258755935,0.2507581473435998,100000,voter
10005,0.6232981268275579,0.2507581473435998,100001,voter
10006,0.3308980248526492,0.3991475894833876,100000,voter
10006,0.06355835028602363,0.3991475894833876,100001,voter
10007,0.3109823217156622,0.3249819653888826,100000,voter
10007,0.32518332202674705,0.3249819653888826,100001,voter
10008,0.7296061783380641,0.3509834386288517,100000,voter
10008,0.6375574713552131,0.3509834386288517,100001,voter
10009,0.8872127425763265,0.3978963347180505,100000,voter
10009,0.4722149251619493,0.3978963347180505,100001,voter
10010,0.1195942459383017,0.44500267090878315,100000,voter
10010,0.713244787222995,0.44500267090878315,100001,voter
10011,0.7607850486168974,0.1689975784257679,100000,voter
10011,0.5612771975694962,0.1689975784257679,100001,voter
10012,0.770967179954561,0.187791476319972,100000,voter
10012,0.49379559636439074,0.187791476319972,100001,voter
10013,0.5227328293819941,0.0469909699204345,100000,voter
10013,0.42754101835854963,0.0469909699204345,100001,voter
10014,0.02541912674409519,0.289140070498087,100000,voter
10014,0.10789142699330445,0.289140070498087,100001,voter
10015,0.03142918568673425,0.017971136898371043,100000,voter
10015,0.6364104112637804,0.017971136898371043,100001,voter
10016,0.3143559810763267,0.23279900906623008,100000,voter
10016,0.5085706911647028,0.23279900906623008,100001,voter
10017,0.907566473926093,0.2713223173537883,100000,voter
10017,0.24929222914887494,0.2713223173537883,100001,voter
10018,0.41038292303562973,0.1432706260641422,100000,voter
10018,0.7555511385430487,0.1432706260641422,100001,voter
10019,0.22879816549162246,0.2954166302845054,100000,voter
10019,0.07697990982879299,0.2954166302845054,100001,voter
10020,0.289751452913768,0.015250124969524714,100000,voter
10020,0.16122128725400442,0.015250124969524714,100001,voter
10021,0.9296976523425731,0.01867409437460721,100000,voter
10021,0.808120379564417,0.01867409437460721,100001,voter
10022,0.6334037565104235,0.4113002803298291,100000,voter
10022,0.8714605901877177,0.4113002803298291,100001,voter
10023,0.8036720768991145,0.18009532070563145,100000,voter
10023,0.18657005888603584,0.18009532070563145,100001,voter
10024,0.8925589984899778,0.06353025632594239,100000,voter
10024,0.5393422419156507,0.06353025632594239,100001,voter
10025,0.8074401551640625,0.2611216300274022,100000,voter
10025,0.8960912999234932,0.2611216300274022,100001,voter
10026,0.3180034749718639,0.3849967765493054,100000,voter
10026,0.11005192452767676,0.3849967765493054,100001,voter
10027,0.22793516254194168,0.10791051374842159,100000,voter
10027,0.4271077886262563,0.10791051374842159,100001,voter
10028,0.8180147659224931,0.31144523790950013,100000,voter
10028,0.8607305832563434,0.31144523790950013,100001,voter
10029,0.006952130531190703,0.042673732496884,100000,voter
10029,0.5107473025775657,0.042673732496884,100001,voter
10030,0.417411003148779,0.02584086058430385,100000,voter
10030,0.22210781047073025,0.02584086058430385,100001,voter
10031,0.1198653673336828,0.265677315784074,100000,voter
10031,0.33761517140362796,0.265677315784074,100001,voter
10032,0.9429097039125192,0.27031756080505326,100000,voter
10032,0.32320293202075523,0.27031756080505326,100001,voter
10033,0.5187906217433661,0.3187149507491033,100000,voter
10033,0.7030189588951778,0.3187149507491033,100001,voter
10034,0.363629602379294,0.3630456668613308,100000,voter
10034,0.9717820827209607,0.3630456668613308,100001,voter
10035,0.9624472949421112,0.4879260397312673,100000,voter
10035,0.25178229582536416,0.4879260397312673,100001,voter
10036,0.49724850589238545,0.25815017415059766,100000,voter
10036,0.30087830981676966,0.25815017415059766,100001,voter
10037,0.2848404943774676,0.16147823647062298,100000,voter
10037,0.036886947354532795,0.16147823647062298,100001,voter
10038,0.6095643339798968,0.39759309738435183,100000,voter
10038,0.5026790232288615,0.39759309738435183,100001,voter
10039,0.05147875124998935,0.1354161256310371,100000,voter
10039,0.27864646423661144,0.1354161256310371,100001,voter
10040,0.9082658859666537,0.21948571035281805,100000,voter
10040,0.23956189066697242,0.21948571035281805,100001,voter
10041,0.1448948720912231,0.03922819067113298,100000,voter
10041,0.489452760277563,0.03922819067113298,100001,voter
10042,0.9856504541106007,0.012675371707728755,100000,voter
10042,0.2420552715115004,0.012675371707728755,100001,voter
10043,0.6721355474058786,0.48132420733896253,100000,voter
10043,0.7616196153287176,0.48132420733896253,100001,voter
10044,0.23763754399239967,0.4179900602561029,100000,voter
10044,0.7282163486118596,0.4179900602561029,100001,voter
10045,0.3677831327192532,0.347987103046849,100000,voter
10045,0.6323058305935795,0.347987103046849,100001,voter
10046,0.6335297107608947,0.20447647220713494,100000,voter
10046,0.5357746840747585,0.20447647220713494,100001,voter
10047,0.0902897700544083,0.08664716003542289,100000,voter
10047,0.835302495589238,0.08664716003542289,100001,voter
10048,0.32078006497173583,0.07821852133554302,100000,voter
10048,0.18651851039985423,0.07821852133554302,100001,voter
10049,0.040775141554763916,0.12512144908229766,100000,voter
10049,0.5908929431882418,0.12512144908229766,100001,voter
10050,0.6775643618422824,0.27461333235306024,100000,voter
10050,0.016587828927856152,0.27461333235306024,100001,voter
10051,0.512093058299281,0.35729796135003117,100000,voter
10051,0.22649577519793795,0.35729796135003117,100001,voter
10052,0.6451727904094499,0.33009868835886563,100000,voter
10052,0.17436642900499144,0.33009868835886563,100001,voter
10053,0.690937738102466,0.13996694847297142,100000,voter
10053,0.3867353463005374,0.13996694847297142,100001,voter
10054,0.9367299887367345,0.47743264033159705,100000,voter
10054,0.13752094414599325,0.47743264033159705,100001,voter
10055,0.3410663510502585,0.36894845834788426,100000,voter
10055,0.11347352124058907,0.36894845834788426,100001,voter
10056,0.9246936182785628,0.27717702625570034,100000,voter
10056,0.877339353380981,0.27717702625570034,100001,voter
10057,0.2579416277151556,0.3058603731171761,100000,voter
10057,0.659984046034179,0.3058603731171761,100001,voter
10058,0.8172222002012158,0.20980003121389496,100000,voter
10058,0.5552008115994623,0.20980003121389496,100001,voter
10059,0.5296505783560065,0.12386549475057873,100000,voter
10059,0.24185229090045168,0.12386549475057873,100001,voter
10060,0.09310276780589921,0.1779863393256308,100000,voter
10060,0.8972157579533268,0.1779863393256308,100001,voter
10061,0.9004180571633305,0.37892305523218456,100000,voter
10061,0.6331014572732679,0.37892305523218456,100001,voter
10062,0.3390297910487007,0.007196744314877934,100000,voter
10062,0.3492095746126609,0.007196744314877934,100001,voter
10063,0.7259556788702394,0.05803632025345812,100000,voter
10063,0.8971102599525771,0.05803632025345812,100001,voter
10064,0.8870864242651173,0.023001321010876374,100000,voter
10064,0.7798755458576239,0.023001321010876374,100001,voter
10065,0.6420316461542878,0.020364401159485068,100000,voter
10065,0.08413996499504883,0.020364401159485068,100001,voter
10066,0.16162871409461377,0.4277302920055036,100000,voter
10066,0.8985541885270792,0.4277302920055036,100001,voter
10067,0.6064290596595899,0.35182892969001184,100000,voter
10067,0.009197051616629648,0.35182892969001184,100001,voter
10068,0.1014715428660321,0.2370869145436626,100000,voter
10068,0.6635017691080558,0.2370869145436626,100001,voter
10069,0.005061583846218687,0.04891708032550074,100000,voter
10069,0.16080805141749865,0.04891708032550074,100001,voter
10070,0.5487337893665861,0.24580793755841618,100000,voter
10070,0.6918951976926933,0.24580793755841618,100001,voter
10071,0.6519612595026005,0.23673588539028284,100000,voter
10071,0.22426930946055978,0.23673588539028284,100001,voter
10072,0.7121792213475359,0.08660093495500759,100000,voter
10072,0.23724908749680007,0.08660093495500759,100001,voter
10073,0.3253996981592677,0.21692582461898652,100000,voter
10073,0.7464914051180241,0.21692582461898652,100001,voter
10074,0.6496328990472147,0.19925236719868672,100000,voter
10074,0.8492234104941779,0.19925236719868672,100001,voter
10075,0.6576128923003434,0.30792504902610823,100000,voter
10075,0.5683086033354716,0.30792504902610823,100001,voter
10076,0.09367476782809248,0.3175468254338219,100000,voter
10076,0.3677158030594335,0.3175468254338219,100001,voter
10077,0.26520236768172545,0.02265200488602226,100000,voter
10077,0.24398964337908358,0.02265200488602226,100001,voter
10078,0.9730105547524456,0.1873063073132356,100000,voter
10078,0.3930977246667604,0.1873063073132356,100001,voter
10079,0.8920465551771133,0.3129299578571182,100000,voter
10079,0.6311386259972629,0.3129299578571182,100001,voter
10080,0.7948113035416484,0.25156812929004385,100000,voter
10080,0.5026370931051921,0.25156812929004385,100001,voter
10081,0.5769038846263591,0.42824492059416114,100000,voter
10081,0.4925176938188639,0.42824492059416114,100001,voter
10082,0.1952429877980445,0.3293468158094725,100000,voter
10082,0.7224521152615053,0.3293468158094725,100001,voter
10083,0.2807723624408558,0.08146721354071484,100000,voter
10083,0.02431596643145384,0.08146721354071484,100001,voter
10084,0.6454722959071678,0.03528437370021492,100000,voter
10084,0.17711067940704894,0.03528437370021492,100001,voter
10085,0.9404585843529143,0.3212096391031578,100000,voter
10085,0.9539285770025874,0.3212096391031578,100001,voter
10086,0.9148643902204485,0.013255655270810907,100000,voter
10086,0.3701587002554444,0.013255655270810907,100001,voter
10087,0.015456616528867428,0.29288779063673165,100000,voter
10087,0.9283185625877254,0.29288779063673165,100001,voter
10088,0.42818414831731433,0.4701151207124788,100000,voter
10088,0.9666548190436696,0.4701151207124788,100001,voter
10089,0.9636199770892528,0.2877370889379395,100000,voter
10089,0.8530094554673601,0.2877370889379395,100001,voter
10090,0.2944488920695857,0.19408496310326095,100000,voter
10090,0.38509772860192526,0.19408496310326095,100001,voter
10091,0.8511366715168569,0.3216441092211766,100000,voter
10091,0.31692200515627766,0.3216441092211766,100001,voter
10092,0.1694927466860925,0.22912644524575831,100000,voter
10092,0.5568012624583502,0.22912644524575831,100001,voter
10093,0.936154774160781,0.27280839465796747,100000,voter
10093,0.696029796674973,0.27280839465796747,100001,voter
10094,0.570061170089365,0.4707324043882626,100000,voter
10094,0.09717649377076854,0.4707324043882626,100001,voter
10095,0.6150072266991697,0.19305131890038713,100000,voter
10095,0.9900538501042633,0.19305131890038713,100001,voter
10096,0.14008401523652403,0.4805952819119571,100000,voter
10096,0.5183296523637367,0.4805952819119571,100001,voter
10097,0.8773730719279554,0.45267532097803187,100000,voter
10097,0.7407686177542044,0.45267532097803187,100001,voter
10098,0.697015740995268,0.09789556739464822,100000,voter
10098,0.7024840839871093,0.09789556739464822,100001,voter
10099,0.35949115121975517,0.03468065043758273,100000,voter
10099,0.29359184426449336,0.03468065043758273,100001,voter
